Country,University,City/Region,Course Archetype,Notes,Quality_0_3,Scale_0_3,Employability_0_3,GeoFit_0_2
Mexico,UdeG – CUCEA,Guadalajara,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,UdeG – CUCEA,Guadalajara,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,2
Mexico,UdeG – CUCEA,Guadalajara,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,Universidad Panamericana (UP),CDMX/Guadalajara,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Mexico,Universidad Panamericana (UP),CDMX/Guadalajara,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,2
Mexico,Universidad Panamericana (UP),CDMX/Guadalajara,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,2
Mexico,Universidad Panamericana (UP),CDMX/Guadalajara,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,2
Mexico,Universidad Panamericana (UP),CDMX/Guadalajara,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Mexico,Universidad Panamericana (UP),CDMX/Guadalajara,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,2
Mexico,Universidad Panamericana (UP),CDMX/Guadalajara,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,EAFIT – Ingeniería,Medellín,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,EAFIT – Ingeniería,Medellín,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,EAFIT – Ingeniería,Medellín,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,EAFIT – Ingeniería,Medellín,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,2
Colombia,EAFIT – Ingeniería,Medellín,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Colombia,EAFIT – Ingeniería,Medellín,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,2,2
Colombia,Escuela Colombiana de Ingeniería,Bogotá,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,Escuela Colombiana de Ingeniería,Bogotá,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
Colombia,Escuela Colombiana de Ingeniería,Bogotá,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,Escuela Colombiana de Ingeniería,Bogotá,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,Escuela Colombiana de Ingeniería,Bogotá,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,2
Colombia,Escuela Colombiana de Ingeniería,Bogotá,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
Colombia,Escuela Colombiana de Ingeniería,Bogotá,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,2,2
Colombia,Pontificia Universidad Javeriana,Bogotá/Cali,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Pontificia Universidad Javeriana,Bogotá/Cali,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Pontificia Universidad Javeriana,Bogotá/Cali,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Pontificia Universidad Javeriana,Bogotá/Cali,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Pontificia Universidad Javeriana,Bogotá/Cali,Economics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Colombia,Pontificia Universidad Javeriana,Bogotá/Cali,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Pontificia Universidad Javeriana,Bogotá/Cali,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Colombia,UIS – Industrial de Santander,Bucaramanga,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
Colombia,UIS – Industrial de Santander,Bucaramanga,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Colombia,UIS – Industrial de Santander,Bucaramanga,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
Colombia,UIS – Industrial de Santander,Bucaramanga,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
Colombia,UIS – Industrial de Santander,Bucaramanga,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,1
Colombia,UIS – Industrial de Santander,Bucaramanga,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Colombia,UIS – Industrial de Santander,Bucaramanga,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,2,1
Colombia,UIS – Industrial de Santander,Bucaramanga,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Colombia,UNAL – Universidad Nacional de Colombia,Bogotá/Medellín,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,UNAL – Universidad Nacional de Colombia,Bogotá/Medellín,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,UNAL – Universidad Nacional de Colombia,Bogotá/Medellín,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,UNAL – Universidad Nacional de Colombia,Bogotá/Medellín,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,UNAL – Universidad Nacional de Colombia,Bogotá/Medellín,Economics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Colombia,UNAL – Universidad Nacional de Colombia,Bogotá/Medellín,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,UNAL – Universidad Nacional de Colombia,Bogotá/Medellín,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Colombia,UNAL – Universidad Nacional de Colombia,Bogotá/Medellín,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,UPB – Bolivariana,Medellín,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,2,3,2
Colombia,UPB – Bolivariana,Medellín,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,UPB – Bolivariana,Medellín,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,2
Colombia,UPB – Bolivariana,Medellín,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,2
Colombia,UPB – Bolivariana,Medellín,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,2
Colombia,UPB – Bolivariana,Medellín,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,UPB – Bolivariana,Medellín,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,2,2
Colombia,UTP – Tecnológica de Pereira,Pereira,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Colombia,UTP – Tecnológica de Pereira,Pereira,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Colombia,UTP – Tecnológica de Pereira,Pereira,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Colombia,UTP – Tecnológica de Pereira,Pereira,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Colombia,UTP – Tecnológica de Pereira,Pereira,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,1
Colombia,UTP – Tecnológica de Pereira,Pereira,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Colombia,UTP – Tecnológica de Pereira,Pereira,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,2,1
Colombia,Universidad Autónoma de Bucaramanga,Bucaramanga,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Colombia,Universidad Autónoma de Bucaramanga,Bucaramanga,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Colombia,Universidad Autónoma de Bucaramanga,Bucaramanga,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Colombia,Universidad Autónoma de Bucaramanga,Bucaramanga,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Colombia,Universidad Autónoma de Bucaramanga,Bucaramanga,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Colombia,Universidad Autónoma de Bucaramanga,Bucaramanga,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Colombia,Universidad Autónoma de Bucaramanga,Bucaramanga,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Colombia,Universidad Autónoma de Bucaramanga,Bucaramanga,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Colombia,Universidad Autónoma de Occidente,Cali,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Colombia,Universidad Autónoma de Occidente,Cali,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Colombia,Universidad Autónoma de Occidente,Cali,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Colombia,Universidad Autónoma de Occidente,Cali,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,2
Colombia,Universidad Autónoma de Occidente,Cali,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Colombia,Universidad Autónoma de Occidente,Cali,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,2,2
Colombia,Universidad EIA,Envigado,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Colombia,Universidad EIA,Envigado,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Colombia,Universidad EIA,Envigado,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Colombia,Universidad EIA,Envigado,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Colombia,Universidad EIA,Envigado,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Colombia,Universidad EIA,Envigado,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Colombia,Universidad Externado de Colombia,Bogotá,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Colombia,Universidad Externado de Colombia,Bogotá,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Colombia,Universidad Externado de Colombia,Bogotá,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Colombia,Universidad Externado de Colombia,Bogotá,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Colombia,Universidad Externado de Colombia,Bogotá,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,2
Colombia,Universidad Externado de Colombia,Bogotá,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Colombia,Universidad Externado de Colombia,Bogotá,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,2,2
Colombia,Universidad Externado de Colombia,Bogotá,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Colombia,Universidad ICESI,Cali,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,Universidad ICESI,Cali,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
Colombia,Universidad ICESI,Cali,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,Universidad ICESI,Cali,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,Universidad ICESI,Cali,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,2
Colombia,Universidad ICESI,Cali,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
Colombia,Universidad ICESI,Cali,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,2,2
Colombia,Universidad ICESI,Cali,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
Colombia,Universidad Nacional – Manizales,Manizales,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Colombia,Universidad Nacional – Manizales,Manizales,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Colombia,Universidad Nacional – Manizales,Manizales,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Colombia,Universidad Nacional – Manizales,Manizales,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Colombia,Universidad Nacional – Manizales,Manizales,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Colombia,Universidad Nacional – Manizales,Manizales,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Colombia,Universidad de Antioquia,Medellín,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Universidad de Antioquia,Medellín,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Colombia,Universidad de Antioquia,Medellín,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Universidad de Antioquia,Medellín,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Universidad de Antioquia,Medellín,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,2
Colombia,Universidad de Antioquia,Medellín,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Colombia,Universidad de Antioquia,Medellín,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,2,2
Colombia,Universidad de Antioquia,Medellín,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Colombia,Universidad de Caldas,Manizales,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Colombia,Universidad de Caldas,Manizales,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Colombia,Universidad de Caldas,Manizales,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Colombia,Universidad de Caldas,Manizales,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Colombia,Universidad de Caldas,Manizales,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Colombia,Universidad de Caldas,Manizales,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Colombia,Universidad de Caldas,Manizales,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Colombia,Universidad de Caldas,Manizales,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Colombia,Universidad de la Sabana,Chía,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
Colombia,Universidad de la Sabana,Chía,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Colombia,Universidad de la Sabana,Chía,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
Colombia,Universidad de la Sabana,Chía,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
Colombia,Universidad de la Sabana,Chía,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,1
Colombia,Universidad de la Sabana,Chía,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Colombia,Universidad de la Sabana,Chía,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,2,1
Colombia,Universidad de la Sabana,Chía,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Colombia,Universidad de los Andes – Ingeniería/Ciencias,Bogotá,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Universidad de los Andes – Ingeniería/Ciencias,Bogotá,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Universidad de los Andes – Ingeniería/Ciencias,Bogotá,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Universidad de los Andes – Ingeniería/Ciencias,Bogotá,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Universidad de los Andes – Ingeniería/Ciencias,Bogotá,Economics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Colombia,Universidad de los Andes – Ingeniería/Ciencias,Bogotá,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Universidad de los Andes – Ingeniería/Ciencias,Bogotá,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Colombia,Universidad de los Andes – Ingeniería/Ciencias,Bogotá,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Universidad del Norte,Barranquilla,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,2,3,2
Colombia,Universidad del Norte,Barranquilla,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,Universidad del Norte,Barranquilla,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,2
Colombia,Universidad del Norte,Barranquilla,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,2
Colombia,Universidad del Norte,Barranquilla,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,2
Colombia,Universidad del Norte,Barranquilla,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,Universidad del Norte,Barranquilla,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,2,2
Colombia,Universidad del Rosario,Bogotá,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,Universidad del Rosario,Bogotá,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
Colombia,Universidad del Rosario,Bogotá,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,Universidad del Rosario,Bogotá,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Colombia,Universidad del Rosario,Bogotá,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,2
Colombia,Universidad del Rosario,Bogotá,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
Colombia,Universidad del Rosario,Bogotá,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,2,2
Colombia,Universidad del Valle – Ingeniería,Cali,Business Analytics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Universidad del Valle – Ingeniería,Cali,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Colombia,Universidad del Valle – Ingeniería,Cali,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Universidad del Valle – Ingeniería,Cali,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Colombia,Universidad del Valle – Ingeniería,Cali,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,2
Colombia,Universidad del Valle – Ingeniería,Cali,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Colombia,Universidad del Valle – Ingeniería,Cali,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,2,2
United States,Arizona State University,"Tempe, AZ",Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
United States,Arizona State University,"Tempe, AZ",Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
United States,Arizona State University,"Tempe, AZ",Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
United States,Arizona State University,"Tempe, AZ",Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,1
United States,Arizona State University,"Tempe, AZ",Operations Research (BSc/MSc),Heuristic simple scores; adjust when you have better data.,1,2,3,1
United States,Arizona State University,"Tempe, AZ",Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
United States,Arizona State University,"Tempe, AZ",Statistics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
United States,Auburn University,"Auburn, AL",Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
United States,Auburn University,"Auburn, AL",Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
United States,Auburn University,"Auburn, AL",Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
United States,Auburn University,"Auburn, AL",Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
United States,Auburn University,"Auburn, AL",Operations Research (BSc/MSc),Heuristic simple scores; adjust when you have better data.,1,1,3,1
United States,Auburn University,"Auburn, AL",Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
United States,Auburn University,"Auburn, AL",Statistics (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
United States,Boston University,"Boston, MA",Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
United States,Boston University,"Boston, MA",Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
United States,Boston University,"Boston, MA",Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
United States,Boston University,"Boston, MA",Operations Research (BSc/MSc),Heuristic simple scores; adjust when you have better data.,1,2,3,2
United States,Boston University,"Boston, MA",Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
United States,Boston University,"Boston, MA",Statistics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
United States,Brown University,"Providence, RI",Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,1
United States,Brown University,"Providence, RI",Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Brown University,"Providence, RI",Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Brown University,"Providence, RI",Econometrics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Brown University,"Providence, RI",Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,1
United States,Brown University,"Providence, RI",Operations Research (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,3,3,1
United States,Brown University,"Providence, RI",Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,1
United States,Brown University,"Providence, RI",Statistics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Caltech,"Pasadena, CA",Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
United States,Caltech,"Pasadena, CA",Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
United States,Caltech,"Pasadena, CA",Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
United States,Caltech,"Pasadena, CA",Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,1
United States,Caltech,"Pasadena, CA",Operations Research (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
United States,Caltech,"Pasadena, CA",Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
United States,Caltech,"Pasadena, CA",Statistics (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
United States,Carnegie Mellon University,"Pittsburgh, PA",Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Carnegie Mellon University,"Pittsburgh, PA",Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Carnegie Mellon University,"Pittsburgh, PA",Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Carnegie Mellon University,"Pittsburgh, PA",Econometrics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Carnegie Mellon University,"Pittsburgh, PA",Economics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,2,1
United States,Carnegie Mellon University,"Pittsburgh, PA",Operations Research (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Carnegie Mellon University,"Pittsburgh, PA",Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Carnegie Mellon University,"Pittsburgh, PA",Statistics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Columbia University,"New York, NY",Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
United States,Columbia University,"New York, NY",Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
United States,Columbia University,"New York, NY",Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
United States,Columbia University,"New York, NY",Econometrics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
United States,Columbia University,"New York, NY",Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,2
United States,Columbia University,"New York, NY",Operations Research (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,3,3,2
United States,Columbia University,"New York, NY",Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
United States,Columbia University,"New York, NY",Statistics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
United States,Cornell University,"Ithaca, NY",Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,1
United States,Cornell University,"Ithaca, NY",Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Cornell University,"Ithaca, NY",Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Cornell University,"Ithaca, NY",Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,1
United States,Cornell University,"Ithaca, NY",Operations Research (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,3,3,1
United States,Cornell University,"Ithaca, NY",Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,1
United States,Cornell University,"Ithaca, NY",Statistics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
United States,Drexel University,"Philadelphia, PA",Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
United States,Drexel University,"Philadelphia, PA",Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
United States,Drexel University,"Philadelphia, PA",Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
United States,Drexel University,"Philadelphia, PA",Econometrics (BSc/MSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
United States,Drexel University,"Philadelphia, PA",Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
United States,Drexel University,"Philadelphia, PA",Operations Research (BSc/MSc),Heuristic simple scores; adjust when you have better data.,1,1,3,1
United States,Drexel University,"Philadelphia, PA",Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
United States,Drexel University,"Philadelphia, PA",Statistics (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
United States,Duke University,"Durham, NC",Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
